Latitude,Longitude,q1,q2,q3,q4,Classification,responseList,Keywords_2,Keywords,Keywords_3,Keywords_Vect
52.28908,-1.53848,2.0,0.5,0.3,0.3,unsafe,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.; The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.; Walking through the park made me feel uneasy as there is no lighting on the paths.","[('uneasy lighting', 0.3757), ('walking park', 0.2642), ('lighting paths', 0.165), ('high street', 0.1492), ('safe', 0.1062)]","[('uneasy', 0.2288), ('park', 0.154), ('walking', 0.1075), ('safe', 0.1062), ('lighting', 0.0706)]","[('park feel uneasy', 0.5126), ('felt safe walking', 0.2545), ('main high street', 0.1668), ('park', 0.154), ('lighting', 0.0706)]","[('main high street', 0.1668), ('park', 0.154), ('lighting', 0.0706), ('paths', 0.048), ('route', -0.034)]"
52.27458,-1.52582,4.0,0.8,0.8,0.4,safe,The route felt fairly safe with some access to public spaces.; The route felt fairly safe with some access to public spaces.,"[('safe access', 0.8528), ('felt fairly', 0.6885), ('public', 0.5552), ('route felt', 0.5215), ('spaces route', 0.463)]","[('safe', 0.7503), ('public', 0.5552), ('felt', 0.46), ('spaces', 0.4411), ('route', 0.3972)]","[('fairly safe access', 0.8703), ('public spaces route', 0.5572), ('access public', 0.5137), ('spaces route', 0.463), ('felt', 0.46)]","[('public spaces', 0.6254), ('access', 0.4339), ('route', 0.3972)]"
52.28942,-1.53777,2.0,0.6,0.4,0.4,unsafe,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.; The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.","[('street felt', 0.3053), ('felt safe', 0.2017), ('main high', 0.1687), ('lit quite', 0.1426), ('route', 0.0461)]","[('street', 0.2276), ('safe', 0.1887), ('high', 0.1745), ('lit', 0.088), ('main', 0.044)]","[('street felt safe', 0.381), ('high street felt', 0.3128), ('far main high', 0.2326), ('street', 0.2276), ('lit quite', 0.1426)]","[('main high street', 0.2607), ('route', 0.0461)]"
52.2867355,-1.5244127,2.0,0.4,0.4,0.2,unsafe,Very poorly lit route. Felt unsafe and was far away from the public and main roads.; Very poorly lit route. Felt unsafe and was far away from the public and main roads.,"[('roads poorly', 0.7913), ('away public', 0.6149), ('main roads', 0.3145), ('main', 0.2565), ('lit', 0.1903)]","[('unsafe', 0.7154), ('away', 0.4561), ('roads', 0.3563), ('main', 0.2565), ('lit', 0.1903)]","[('roads poorly lit', 0.8281), ('unsafe far', 0.7396), ('away public', 0.6149), ('public main roads', 0.3335), ('main', 0.2565)]","[('main roads', 0.3145), ('route', 0.2245)]"
52.28638,-1.53128,2.0,0.4,0.4,0.2,unsafe,"Not well lit, round back streets, feels unsafe especially at night; Not well lit, round back streets, feels unsafe especially at night","[('feels unsafe', 0.676), ('night lit', 0.5415), ('round streets', 0.3419), ('lit round', 0.207), ('especially', 0.1362)]","[('unsafe', 0.6215), ('night', 0.5194), ('streets', 0.394), ('lit', 0.1665), ('especially', 0.1362)]","[('unsafe especially night', 0.8677), ('streets feels unsafe', 0.8365), ('night lit round', 0.5397), ('streets feels', 0.4255), ('lit', 0.1665)]","[('night', 0.5194), ('round back streets', 0.4449)]"
52.28506,-1.5523,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.28874,-1.56179,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.28662,-1.56082,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.29084,-1.57659,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.28502,-1.55704,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.29121,-1.57794,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.2853,-1.53361,2.0,0.4,0.4,0.4,unsafe,The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.,"[('unsafe route', 0.643), ('isolated lighting', 0.5442), ('lighting evening', 0.3723), ('included backstreets', 0.232), ('route route', 0.1834)]","[('unsafe', 0.5318), ('isolated', 0.3877), ('evening', 0.3389), ('backstreets', 0.3221), ('lighting', 0.1948)]","[('evening felt unsafe', 0.7467), ('backstreets isolated lighting', 0.5414), ('lighting evening', 0.3723), ('route route included', 0.1717), ('felt', 0.1071)]","[('evening', 0.3389), ('backstreets', 0.3221), ('lighting', 0.1948), ('route', 0.1466)]"
52.27633,-1.52121,3.0,0.6,0.6,0.2,safe,"Well-lit street, was quite busy with other members of public.; Well-lit street, was quite busy with other members of public.","[('lit street', 0.7497), ('busy members', 0.6292), ('members public', 0.5889), ('lit', 0.4973), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('busy', 0.5319), ('lit', 0.4973), ('members', 0.3455)]","[('public lit street', 0.7701), ('street quite busy', 0.7673), ('quite busy members', 0.6288), ('members public', 0.5889), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('other members', 0.4653)]"
52.28727,-1.56382,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.272517,-1.526155,2.0,0.6,0.4,0.2,unsafe,I hated the walk alongside the cemetery - was creepy and made me feel unsafe. I would have preferred a route with more people around; I hated the walk alongside the cemetery - was creepy and made me feel unsafe. I would have preferred a route with more people around,"[('cemetery creepy', 0.6262), ('hated walk', 0.5738), ('unsafe preferred', 0.4399), ('alongside cemetery', 0.2049), ('route people', 0.0444)]","[('hated', 0.3773), ('creepy', 0.3719), ('cemetery', 0.2036), ('walk', 0.0711), ('preferred', 0.0167)]","[('people hated walk', 0.6875), ('alongside cemetery creepy', 0.5495), ('unsafe preferred', 0.4399), ('walk alongside cemetery', 0.2595), ('alongside', -0.0963)]","[('cemetery', 0.2036), ('more people', 0.0775), ('walk', 0.0711), ('route', -0.052)]"
52.28958,-1.55344,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.28249,-1.55023,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.28252,-1.55016,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.28226,-1.54954,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.27635,-1.53088,4.0,0.8,0.8,0.4,safe,The route felt fairly safe with some access to public spaces.; The route felt fairly safe with some access to public spaces.,"[('safe access', 0.8528), ('felt fairly', 0.6885), ('public', 0.5552), ('route felt', 0.5215), ('spaces route', 0.463)]","[('safe', 0.7503), ('public', 0.5552), ('felt', 0.46), ('spaces', 0.4411), ('route', 0.3972)]","[('fairly safe access', 0.8703), ('public spaces route', 0.5572), ('access public', 0.5137), ('spaces route', 0.463), ('felt', 0.46)]","[('public spaces', 0.6254), ('access', 0.4339), ('route', 0.3972)]"
52.28653,-1.53332,2.333333333333333,0.4666666666666666,0.4,0.26666666666666666,unsafe,"The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; There was a long, isolated road with a lack of lighting on the route.; There was little lighting when we walked through the park, felt very unsafe.; The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; There was a long, isolated road with a lack of lighting on the route.; There was little lighting when we walked through the park, felt very unsafe.","[('unsafe route', 0.5452), ('little lighting', 0.3458), ('walked park', 0.2624), ('lighting evening', 0.2315), ('included backstreets', 0.0826)]","[('unsafe', 0.4211), ('evening', 0.1808), ('road', 0.1781), ('park', 0.1668), ('little', 0.0837)]","[('park felt unsafe', 0.7069), ('lack', 0.2451), ('park', 0.1668), ('route long', 0.1418), ('lighting walked', 0.1119)]","[('isolated road', 0.4713), ('backstreets', 0.1843), ('evening', 0.1808), ('park', 0.1668), ('lighting', 0.0582)]"
52.28131,-1.53498,3.0,0.6,0.4,0.2,safe,"There was a long, isolated road with a lack of lighting on the route.; There was a long, isolated road with a lack of lighting on the route.","[('isolated road', 0.7717), ('long isolated', 0.6521), ('road', 0.5312), ('route long', 0.4862), ('lighting', 0.3005)]","[('isolated', 0.57), ('road', 0.5312), ('long', 0.454), ('route', 0.3725), ('lighting', 0.3005)]","[('long isolated road', 0.8514), ('lack lighting route', 0.7515), ('road', 0.5312), ('long', 0.454), ('lighting', 0.3005)]","[('isolated road', 0.7717), ('lack', 0.5557), ('route', 0.3725), ('lighting', 0.3005)]"
52.29014,-1.58454,2.5,0.6,0.6,0.4,unsafe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.","[('busy route', 0.3729), ('hospital nearby', 0.2311), ('cars', 0.1932), ('isolated', 0.1011), ('shops', 0.0952)]","[('unsafe', 0.2223), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('nearby', 0.0527)]","[('cars feel unsafe', 0.586), ('away shops public', 0.4198), ('hospital nearby', 0.2311), ('lot cars', 0.2222), ('times route', -0.0546)]","[('busy route', 0.3729), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('times', -0.1172)]"
52.28211,-1.54861,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.28538,-1.53146,2.0,0.4,0.4,0.2,unsafe,"Not well lit, round back streets, feels unsafe especially at night; Not well lit, round back streets, feels unsafe especially at night","[('feels unsafe', 0.676), ('night lit', 0.5415), ('round streets', 0.3419), ('lit round', 0.207), ('especially', 0.1362)]","[('unsafe', 0.6215), ('night', 0.5194), ('streets', 0.394), ('lit', 0.1665), ('especially', 0.1362)]","[('unsafe especially night', 0.8677), ('streets feels unsafe', 0.8365), ('night lit round', 0.5397), ('streets feels', 0.4255), ('lit', 0.1665)]","[('night', 0.5194), ('round back streets', 0.4449)]"
52.29001,-1.57894,2.5,0.6,0.6,0.4,unsafe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.","[('busy route', 0.3729), ('hospital nearby', 0.2311), ('cars', 0.1932), ('isolated', 0.1011), ('shops', 0.0952)]","[('unsafe', 0.2223), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('nearby', 0.0527)]","[('cars feel unsafe', 0.586), ('away shops public', 0.4198), ('hospital nearby', 0.2311), ('lot cars', 0.2222), ('times route', -0.0546)]","[('busy route', 0.3729), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('times', -0.1172)]"
52.28315,-1.55396,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.2859,-1.55897,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.28726,-1.53566,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.28788,-1.56656,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.27509,-1.52648,4.0,0.8,0.8,0.4,safe,The route felt fairly safe with some access to public spaces.; The route felt fairly safe with some access to public spaces.,"[('safe access', 0.8528), ('felt fairly', 0.6885), ('public', 0.5552), ('route felt', 0.5215), ('spaces route', 0.463)]","[('safe', 0.7503), ('public', 0.5552), ('felt', 0.46), ('spaces', 0.4411), ('route', 0.3972)]","[('fairly safe access', 0.8703), ('public spaces route', 0.5572), ('access public', 0.5137), ('spaces route', 0.463), ('felt', 0.46)]","[('public spaces', 0.6254), ('access', 0.4339), ('route', 0.3972)]"
52.2936,-1.53702,2.0,0.6,0.4,0.4,unsafe,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.; The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.","[('street felt', 0.3053), ('felt safe', 0.2017), ('main high', 0.1687), ('lit quite', 0.1426), ('route', 0.0461)]","[('street', 0.2276), ('safe', 0.1887), ('high', 0.1745), ('lit', 0.088), ('main', 0.044)]","[('street felt safe', 0.381), ('high street felt', 0.3128), ('far main high', 0.2326), ('street', 0.2276), ('lit quite', 0.1426)]","[('main high street', 0.2607), ('route', 0.0461)]"
52.290809,-1.5830862,3.0,0.4,0.4,0.2,safe,Walking near the park at night meant there was little lighting and no access to public spaces.; Walking near the park at night meant there was little lighting and no access to public spaces.,"[('little lighting', 0.4558), ('park night', 0.4455), ('walking near', 0.248), ('access public', 0.1453), ('lighting', 0.1286)]","[('night', 0.3618), ('park', 0.2183), ('walking', 0.2139), ('little', 0.1727), ('lighting', 0.1286)]","[('night meant little', 0.5424), ('near park night', 0.5276), ('walking near park', 0.4015), ('walking', 0.2139), ('access public', 0.1453)]","[('little lighting', 0.4558), ('night', 0.3618), ('park', 0.2183), ('public spaces', 0.2169), ('access', 0.023)]"
52.28253,-1.55049,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.28354,-1.54218,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.29226,-1.5382,2.0,0.6,0.4,0.4,unsafe,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.; The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.","[('street felt', 0.3053), ('felt safe', 0.2017), ('main high', 0.1687), ('lit quite', 0.1426), ('route', 0.0461)]","[('street', 0.2276), ('safe', 0.1887), ('high', 0.1745), ('lit', 0.088), ('main', 0.044)]","[('street felt safe', 0.381), ('high street felt', 0.3128), ('far main high', 0.2326), ('street', 0.2276), ('lit quite', 0.1426)]","[('main high street', 0.2607), ('route', 0.0461)]"
52.2865,-1.53728,1.0,0.2,0.2,0.2,unsafe,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.","[('terrible dark', 0.7726), ('dark', 0.53), ('unlit roads', 0.4342), ('unlit', 0.3458), ('roads route', 0.2632)]","[('terrible', 0.6186), ('dark', 0.53), ('unlit', 0.3458), ('roads', 0.3104), ('route', 0.1826)]","[('terrible dark unlit', 0.8118), ('roads route terrible', 0.7452), ('dark', 0.53), ('unlit roads', 0.4342), ('roads route', 0.2632)]","[('unlit roads', 0.4342), ('route', 0.1826)]"
52.28223,-1.5349,2.5,0.5,0.4,0.2,unsafe,"There was a long, isolated road with a lack of lighting on the route.; There was a long, isolated road with a lack of lighting on the route.; Quiet route  with no public services available","[('road lack', 0.7677), ('road', 0.4159), ('route long', 0.3626), ('lighting route', 0.2673), ('services available', 0.1481)]","[('quiet', 0.5817), ('road', 0.4159), ('long', 0.3444), ('public', 0.2912), ('lighting', 0.2089)]","[('road lack lighting', 0.8534), ('long isolated', 0.6125), ('road', 0.4159), ('lighting route long', 0.3704), ('available', 0.115)]","[('isolated road', 0.7589), ('lack', 0.5561), ('route', 0.2682), ('public services', 0.2376), ('lighting', 0.2089)]"
52.27637,-1.52971,4.0,0.8,0.8,0.4,safe,The route felt fairly safe with some access to public spaces.; The route felt fairly safe with some access to public spaces.,"[('safe access', 0.8528), ('felt fairly', 0.6885), ('public', 0.5552), ('route felt', 0.5215), ('spaces route', 0.463)]","[('safe', 0.7503), ('public', 0.5552), ('felt', 0.46), ('spaces', 0.4411), ('route', 0.3972)]","[('fairly safe access', 0.8703), ('public spaces route', 0.5572), ('access public', 0.5137), ('spaces route', 0.463), ('felt', 0.46)]","[('public spaces', 0.6254), ('access', 0.4339), ('route', 0.3972)]"
52.28729,-1.5341,3.0,0.5,0.6,0.3,safe,"There was little lighting when we walked through the park, felt very unsafe.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; There was little lighting when we walked through the park, felt very unsafe.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.","[('park nice', 0.4597), ('unsafe walk', 0.4152), ('busy daytime', 0.2826), ('route little', 0.1649), ('lighting', 0.1058)]","[('park', 0.3258), ('safe', 0.1935), ('walk', 0.1628), ('busy', 0.1453), ('lighting', 0.1058)]","[('unsafe walk park', 0.5763), ('park nice busy', 0.5676), ('daytime felt safe', 0.3549), ('route little lighting', 0.336), ('route', -0.0223)]","[('scenic route', 0.342), ('park', 0.3258), ('little lighting', 0.3129), ('daytime', 0.179), ('walk', 0.1628)]"
